2.8913,0.84434,-0.5589
3.4289,0.20326,1.0341
4.9852,0.56375,-1.9999
3.8817,1.2023,-0.60406
3.1001,1.4771,-2.1912
1.938,0.18053,1.3453
4.2724,0.83397,-0.50648
4.7752,0.75017,1.215
5.8904,0.5632,-3.6245
2.7316,0.3529,-1.5362
2.1511,0.81685,0.1506
2.4853,0.56833,-2.3869
1.2608,1.9013,1.0802
2.4129,0.15539,-0.21892
2.7477,0.30855,-1.6259
1.9981,0.4191,0.062247
3.1831,0.19727,0.5104
4.0876,0.1854,-2.3315
2.4252,0.29188,-1.8103
1.4794,1.6947,-0.65769
1.2431,0.178,1.0162
3.527,0.79185,0.79523
5.2181,0.68846,0.20941
6.0575,-0.8567,-1.084
5.7533,0.34194,-2.8722
3.4661,-0.51938,-1.8437
2.469,0.40131,-1.9712
1.6874,1.1172,0.98085
3.404,0.58794,1.1586
4.8743,1.1448,-2.0879
3.0234,-0.091649,-1.3752
2.7456,-0.28767,-0.46384
3.0288,0.68655,-1.5693
1.7182,1.1037,-2.318
0.16008,0.76254,0.27868
1.506,1.465,1.0116
2.4815,1.6491,-1.3952
1.7343,-0.24143,0.58326
3.2025,-0.6584,-0.81733
2.8426,-0.60076,-2.5138
1.4646,0.76617,-0.3273
1.6702,0.65585,-1.1647
1.7998,0.75614,1.2065
3.6529,0.17845,-0.81232
3.8487,0.26023,-0.30728
4.0723,0.86828,-1.7393
2.6246,0.44454,-1.528
1.8818,0.81498,-0.38178
1.9539,1.0312,-0.88777
2.1876,0.41381,1.5033
4.1947,-3.2083e-05,-1.564
3.3172,0.046478,-1.5482
2.7777,0.792,-0.41845
2.7359,-0.23628,-0.97138
2.7282,0.14175,-1.2918
2.1585,0.63204,-1.0774
2.1424,0.89707,0.30095
2.7825,0.27882,-1.9001
1.8296,0.52146,-0.26356
2.6295,0.64019,0.82704
3.396,0.063732,-2.4964
2.0147,1.2974,0.070144
2.3102,0.67359,-1.3505
1.557,1.5315,-0.91874
1.338,1.5307,1.0239
3.1087,1.3308,0.54118
3.7208,1.3813,-2.3818
1.8356,1.981,0.24041
2.4421,-0.44472,0.36657
3.8608,1.4107,-1.0372
3.4412,0.53132,-0.21756
4.3415,-0.71877,0.45208
5.2075,-0.67944,-3.7251
2.1779,0.22887,-2.6867
-0.019648,0.30281,-1.4474
0.20126,-0.49225,2.6762
3.6885,0.37938,-1.2297
3.0195,0.32568,-1.6728
1.8022,0.46879,-1.8682
0.52609,0.58387,-0.39173
0.80818,1.1074,-0.016165
1.1516,0.81443,-0.26661
1.8072,0.50784,0.51952
2.5914,1.2134,-2.2695
0.55797,0.98188,-0.9615
0.84095,0.94105,2.3781
3.9008,-0.016619,-0.37731
3.9449,1.4231,-2.8423
2.0296,0.58814,1.2895
3.2952,0.33979,-3.1268
1.1964,0.37778,0.12365
2.0771,0.60247,-0.62613
2.0272,0.74713,-0.86896
1.8352,0.072977,-0.23497
2.3474,0.49756,-0.99937
